year,domain,category,state,factor,n
2008,economic,parents without full-time employment,Ohio,rank,26
2009,economic,parents without full-time employment,Ohio,rank,30
2010,economic,parents without full-time employment,Ohio,rank,30
2011,economic,parents without full-time employment,Ohio,rank,28
2012,economic,parents without full-time employment,Ohio,rank,28
2008,economic,teens not attending school,Ohio,count,43000
2009,economic,teens not attending school,Ohio,count,49000
2010,economic,teens not attending school,Ohio,count,53000
2011,economic,teens not attending school,Ohio,count,44000
2012,economic,teens not attending school,Ohio,count,42000
2008,economic,teens not attending school,Ohio,pct,7
2009,economic,teens not attending school,Ohio,pct,7
2010,economic,teens not attending school,Ohio,pct,8
2011,economic,teens not attending school,Ohio,pct,7
2012,economic,teens not attending school,Ohio,pct,7
2008,economic,teens not attending school,Ohio,rank,14
2009,economic,teens not attending school,Ohio,rank,8
2010,economic,teens not attending school,Ohio,rank,16
2011,economic,teens not attending school,Ohio,rank,12
2012,economic,teens not attending school,Ohio,rank,13
2008,economic,spend >30% on housing,Oklahoma,count,262000
2009,economic,spend >30% on housing,Oklahoma,count,259000
2010,economic,spend >30% on housing,Oklahoma,count,296000
2011,economic,spend >30% on housing,Oklahoma,count,282000
2012,economic,spend >30% on housing,Oklahoma,count,274000
2008,economic,spend >30% on housing,Oklahoma,pct,29
2009,economic,spend >30% on housing,Oklahoma,pct,28
2010,economic,spend >30% on housing,Oklahoma,pct,32
2011,economic,spend >30% on housing,Oklahoma,pct,30
2012,economic,spend >30% on housing,Oklahoma,pct,29
2008,economic,spend >30% on housing,Oklahoma,rank,9
2009,economic,spend >30% on housing,Oklahoma,rank,8
2010,economic,spend >30% on housing,Oklahoma,rank,10
2011,economic,spend >30% on housing,Oklahoma,rank,7
2012,economic,spend >30% on housing,Oklahoma,rank,9
2008,economic,children in poverty,Oklahoma,count,200000
2009,economic,children in poverty,Oklahoma,count,201000
2010,economic,children in poverty,Oklahoma,count,227000
2011,economic,children in poverty,Oklahoma,count,216000
2012,economic,children in poverty,Oklahoma,count,222000
2008,economic,children in poverty,Oklahoma,pct,23
2009,economic,children in poverty,Oklahoma,pct,22
2010,economic,children in poverty,Oklahoma,pct,25
2011,economic,children in poverty,Oklahoma,pct,23
2012,economic,children in poverty,Oklahoma,pct,24
2008,economic,children in poverty,Oklahoma,rank,43
2009,economic,children in poverty,Oklahoma,rank,35
2010,economic,children in poverty,Oklahoma,rank,38
2011,economic,children in poverty,Oklahoma,rank,30
2012,economic,children in poverty,Oklahoma,rank,32
2008,economic,parents without full-time employment,Oklahoma,count,260000
2009,economic,parents without full-time employment,Oklahoma,count,271000
2010,economic,parents without full-time employment,Oklahoma,count,301000
2011,economic,parents without full-time employment,Oklahoma,count,282000
2012,economic,parents without full-time employment,Oklahoma,count,281000
2008,economic,parents without full-time employment,Oklahoma,pct,29
2009,economic,parents without full-time employment,Oklahoma,pct,29
2010,economic,parents without full-time employment,Oklahoma,pct,32
2011,economic,parents without full-time employment,Oklahoma,pct,30
2012,economic,parents without full-time employment,Oklahoma,pct,30
2008,economic,parents without full-time employment,Oklahoma,rank,33
2009,economic,parents without full-time employment,Oklahoma,rank,19
2010,economic,parents without full-time employment,Oklahoma,rank,26
2011,economic,parents without full-time employment,Oklahoma,rank,17
2012,economic,parents without full-time employment,Oklahoma,rank,20
2008,economic,teens not attending school,Oklahoma,count,18000
2009,economic,teens not attending school,Oklahoma,count,20000
2010,economic,teens not attending school,Oklahoma,count,19000
2011,economic,teens not attending school,Oklahoma,count,19000
2012,economic,teens not attending school,Oklahoma,count,21000
2008,economic,teens not attending school,Oklahoma,pct,8
2009,economic,teens not attending school,Oklahoma,pct,9
2010,economic,teens not attending school,Oklahoma,pct,9
2011,economic,teens not attending school,Oklahoma,pct,9
2012,economic,teens not attending school,Oklahoma,pct,10
2008,economic,teens not attending school,Oklahoma,rank,21
2009,economic,teens not attending school,Oklahoma,rank,23
2010,economic,teens not attending school,Oklahoma,rank,25
2011,economic,teens not attending school,Oklahoma,rank,28
2012,economic,teens not attending school,Oklahoma,rank,39
2008,economic,spend >30% on housing,Oregon,count,371000
2009,economic,spend >30% on housing,Oregon,count,375000
2010,economic,spend >30% on housing,Oregon,count,393000
2011,economic,spend >30% on housing,Oregon,count,387000
2012,economic,spend >30% on housing,Oregon,count,351000
2008,economic,spend >30% on housing,Oregon,pct,43
2009,economic,spend >30% on housing,Oregon,pct,43
2010,economic,spend >30% on housing,Oregon,pct,45
2011,economic,spend >30% on housing,Oregon,pct,45
2012,economic,spend >30% on housing,Oregon,pct,41
2008,economic,spend >30% on housing,Oregon,rank,42
2009,economic,spend >30% on housing,Oregon,rank,42
2010,economic,spend >30% on housing,Oregon,rank,43
2011,economic,spend >30% on housing,Oregon,rank,45
2012,economic,spend >30% on housing,Oregon,rank,43
2008,economic,children in poverty,Oregon,count,154000
2009,economic,children in poverty,Oregon,count,164000
2010,economic,children in poverty,Oregon,count,184000
2011,economic,children in poverty,Oregon,count,199000
2012,economic,children in poverty,Oregon,count,195000
2008,economic,children in poverty,Oregon,pct,18
2009,economic,children in poverty,Oregon,pct,19
2010,economic,children in poverty,Oregon,pct,22
2011,economic,children in poverty,Oregon,pct,24
2012,economic,children in poverty,Oregon,pct,23
2008,economic,children in poverty,Oregon,rank,27
2009,economic,children in poverty,Oregon,rank,26
2010,economic,children in poverty,Oregon,rank,30
2011,economic,children in poverty,Oregon,rank,34
2012,economic,children in poverty,Oregon,rank,29
2008,economic,parents without full-time employment,Oregon,count,252000
2009,economic,parents without full-time employment,Oregon,count,297000
2010,economic,parents without full-time employment,Oregon,count,315000
2011,economic,parents without full-time employment,Oregon,count,315000
2012,economic,parents without full-time employment,Oregon,count,295000
2008,economic,parents without full-time employment,Oregon,pct,29
2009,economic,parents without full-time employment,Oregon,pct,34
2010,economic,parents without full-time employment,Oregon,pct,36
2011,economic,parents without full-time employment,Oregon,pct,37
2012,economic,parents without full-time employment,Oregon,pct,34
2008,economic,parents without full-time employment,Oregon,rank,33
2009,economic,parents without full-time employment,Oregon,rank,38
2010,economic,parents without full-time employment,Oregon,rank,38
2011,economic,parents without full-time employment,Oregon,rank,47
2012,economic,parents without full-time employment,Oregon,rank,37
2008,economic,teens not attending school,Oregon,count,19000
2009,economic,teens not attending school,Oregon,count,19000
2010,economic,teens not attending school,Oregon,count,20000
2011,economic,teens not attending school,Oregon,count,18000
2012,economic,teens not attending school,Oregon,count,19000
2008,economic,teens not attending school,Oregon,pct,9
2009,economic,teens not attending school,Oregon,pct,9
2010,economic,teens not attending school,Oregon,pct,10
2011,economic,teens not attending school,Oregon,pct,9
2012,economic,teens not attending school,Oregon,pct,9
2008,economic,teens not attending school,Oregon,rank,34
2009,economic,teens not attending school,Oregon,rank,23
2010,economic,teens not attending school,Oregon,rank,34
2011,economic,teens not attending school,Oregon,rank,28
2012,economic,teens not attending school,Oregon,rank,30
2008,economic,spend >30% on housing,Pennsylvania,count,
2009,economic,spend >30% on housing,Pennsylvania,count,
2010,economic,spend >30% on housing,Pennsylvania,count,
2011,economic,spend >30% on housing,Pennsylvania,count,
2012,economic,spend >30% on housing,Pennsylvania,count,
2008,economic,spend >30% on housing,Pennsylvania,pct,
2009,economic,spend >30% on housing,Pennsylvania,pct,
2010,economic,spend >30% on housing,Pennsylvania,pct,
2011,economic,spend >30% on housing,Pennsylvania,pct,
2012,economic,spend >30% on housing,Pennsylvania,pct,
2008,economic,spend >30% on housing,Pennsylvania,rank,
2009,economic,spend >30% on housing,Pennsylvania,rank,
2010,economic,spend >30% on housing,Pennsylvania,rank,
2011,economic,spend >30% on housing,Pennsylvania,rank,
2012,economic,spend >30% on housing,Pennsylvania,rank,
2008,economic,children in poverty,Pennsylvania,count,455000
2009,economic,children in poverty,Pennsylvania,count,467000
2010,economic,children in poverty,Pennsylvania,count,522000
2011,economic,children in poverty,Pennsylvania,count,532000
2012,economic,children in poverty,Pennsylvania,count,532000
2008,economic,children in poverty,Pennsylvania,pct,17
2009,economic,children in poverty,Pennsylvania,pct,17
2010,economic,children in poverty,Pennsylvania,pct,19
2011,economic,children in poverty,Pennsylvania,pct,20
2012,economic,children in poverty,Pennsylvania,pct,20
2008,economic,children in poverty,Pennsylvania,rank,25
2009,economic,children in poverty,Pennsylvania,rank,18
2010,economic,children in poverty,Pennsylvania,rank,22
2011,economic,children in poverty,Pennsylvania,rank,23
2012,economic,children in poverty,Pennsylvania,rank,23
2008,economic,parents without full-time employment,Pennsylvania,count,752000
2009,economic,parents without full-time employment,Pennsylvania,count,813000
2010,economic,parents without full-time employment,Pennsylvania,count,854000
2011,economic,parents without full-time employment,Pennsylvania,count,854000
2012,economic,parents without full-time employment,Pennsylvania,count,832000
2008,economic,parents without full-time employment,Pennsylvania,pct,27
2009,economic,parents without full-time employment,Pennsylvania,pct,29
2010,economic,parents without full-time employment,Pennsylvania,pct,31
2011,economic,parents without full-time employment,Pennsylvania,pct,31
2012,economic,parents without full-time employment,Pennsylvania,pct,30
